Shared Model,Success %,,,,
top_long,N/A,,,,
top_short,0.00%,,,Macro-Average,0.00%
pant_long,0%,,,,
pant_short,N/A,,,,
,,,,,
,,,,,
Unseen Percentages,Unseen_0,Unseen_1,Average,,
top_long,N/A,N/A,#DIV/0!,,
top_short,0.00%,0.00%,0.00%,,
pant_long,0.00%,0.00%,0.00%,,
pant_short,N/A,N/A,#DIV/0!,,
