Shared Model,Success %,,,,
top_long,X,,,,
top_short,40.00%,,,Macro-Average,34.59%
pant_long,29%,,,,
pant_short,X,,,,
,,,,,
,,,,,
Unseen Percentages,Unseen_0,Unseen_1,Average,,
top_long,X,X,#DIV/0!,,
top_short,0.00%,10.00%,5.00%,,
pant_long,50.00%,30.00%,40.00%,,
pant_short,X,X,#DIV/0!,,
