Shared Model,Success %,,,,
top_long,58.33%,,,,
top_short,20.83%,,,Macro-Average,50.21%
pant_long,41%,,,,
pant_short,80.83%,,,,
,,,,,
,,,,,
,,,,,
Unseen Percentages,Unseen_0,Unseen_1,Average,,
top_long,70.00%,10.00%,40.00%,,
top_short,0.00%,10.00%,5.00%,,
pant_long,40.00%,10.00%,25.00%,,
pant_short,30.00%,50.00%,40.00%,,
